denominazione_comune,lat,lon,sigla_provincia,id,id_province
Viadanica,45.6855366,9.9613245,BG,2058,11
Vigano San Martino,45.7261027,9.8957643,BG,2059,11
Vigolo,45.7164288,10.0263148,BG,2060,11
Villa d'Adda,45.7128416,9.4646143,BG,2061,11
Villa d'Almè,45.7463542,9.6179203,BG,2062,11
Villa di Serio,45.7201235,9.7341971,BG,2063,11
Villa d'Ogna,45.9075535,9.9305305,BG,2064,11
Villongo,45.6724023,9.9347514,BG,2065,11
Vilminore di Scalve,45.9979627,10.0952867,BG,2066,11
Zandobbio,45.6865507,9.852415,BG,2067,11
Zanica,45.6419635,9.6809736,BG,2068,11
Zogno,45.7948317,9.6679188,BG,2069,11
Costa Serina,45.8310164,9.7392232,BG,2070,11
Algua,45.8258476,9.7222294,BG,2071,11
Cornalba,45.8502552,9.7446449,BG,2072,11
Medolago,45.6727822,9.493542,BG,2073,11
Solza,45.6777791,9.4903091,BG,2074,11
Sant'Omobono Terme,45.8176911,9.514954,BG,2075,11
Val Brembilla,45.8293893,9.5988707,BG,2076,11
Acquafredda,45.3071716,10.4119005,BS,2077,17
Adro,45.6251503,9.9553539,BS,2078,17
Agnosine,45.6477188,10.3576845,BS,2079,17
Alfianello,45.2675884,10.14825,BS,2080,17
Anfo,45.7657598,10.4937981,BS,2081,17
Angolo Terme,45.8929707,10.1468777,BS,2082,17
Artogne,45.8483324,10.1645246,BS,2083,17
Azzano Mella,45.4548287,10.1135945,BS,2084,17
Bagnolo Mella,45.4290261,10.1792804,BS,2085,17
Bagolino,45.8212397,10.4689385,BS,2086,17
Barbariga,45.4039765,10.0567439,BS,2087,17
Barghe,45.6780039,10.4061274,BS,2088,17
Bassano Bresciano,45.3301945,10.126846,BS,2089,17
Bedizzole,45.5103648,10.4227785,BS,2090,17
Berlingo,45.5027756,10.0329538,BS,2091,17
Berzo Demo,46.0928851,10.3330086,BS,2092,17
Berzo Inferiore,45.9322715,10.2786735,BS,2093,17
Bienno,45.9355668,10.2954695,BS,2094,17
Bione,45.6740377,10.3405717,BS,2095,17
Borgo San Giacomo,45.3501202,9.9710178,BS,2096,17
Borgosatollo,45.4750819,10.2360359,BS,2097,17
Borno,45.9468066,10.2058081,BS,2098,17
Botticino,45.5433021,10.3232992,BS,2099,17
Bovegno,45.7923576,10.2722155,BS,2100,17
Bovezzo,45.5916399,10.2434938,BS,2101,17
Brandico,45.4542772,10.0509205,BS,2102,17
Braone,45.990225,10.3424307,BS,2103,17
Breno,45.9560254,10.3020412,BS,2104,17
Brescia,45.5399369,10.2191034,BS,2105,17
Brione,45.6407225,10.1498078,BS,2106,17
Caino,45.6125216,10.3157571,BS,2107,17
Calcinato,45.4574756,10.4165178,BS,2108,17
Calvagese della Riviera,45.5392259,10.4460235,BS,2109,17
Calvisano,45.3490817,10.3428756,BS,2110,17
Capo di Ponte,46.0300123,10.342802,BS,2111,17
Capovalle,45.754077,10.544843,BS,2112,17
Capriano del Colle,45.4551676,10.1264097,BS,2113,17
Capriolo,45.6398057,9.936023,BS,2114,17
Carpenedolo,45.3611924,10.4315259,BS,2115,17
Castegnato,45.5621236,10.1168384,BS,2116,17
Castelcovati,45.5060801,9.9431918,BS,2117,17
Castel Mella,45.4976045,10.1418818,BS,2118,17
Castenedolo,45.4713644,10.3004393,BS,2119,17
Casto,45.6950948,10.3205977,BS,2120,17
Castrezzato,45.5110933,9.9767156,BS,2121,17
Cazzago San Martino,45.5810203,10.0250151,BS,2122,17
Cedegolo,46.0757766,10.3499948,BS,2123,17
Cellatica,45.5826954,10.1777722,BS,2124,17
Cerveno,46.0023297,10.325508,BS,2125,17
Ceto,46.0023713,10.3518501,BS,2126,17
Cevo,46.0802053,10.3703765,BS,2127,17
Chiari,45.5368499,9.9305287,BS,2128,17
Cigole,45.3099375,10.1913683,BS,2129,17
Cimbergo,46.0238669,10.3630765,BS,2130,17
Cividate Camuno,45.9435022,10.2795478,BS,2131,17
Coccaglio,45.5623913,9.9769612,BS,2132,17
Collebeato,45.585679,10.2138879,BS,2133,17
Collio,45.8111772,10.3333331,BS,2134,17
Cologne,45.5856136,9.9430535,BS,2135,17
Comezzano-Cizzago,45.4725998,9.9490444,BS,2136,17
Concesio,45.6043794,10.2184612,BS,2137,17
Corte Franca,45.6372065,10.0069825,BS,2138,17
Corteno Golgi,46.1659846,10.2422415,BS,2139,17
Corzano,45.4442512,10.007791,BS,2140,17
Darfo Boario Terme,45.8834851,10.1804841,BS,2141,17
Dello,45.4165545,10.0797716,BS,2142,17
Desenzano del Garda,45.4685879,10.5415884,BS,2143,17
Edolo,46.1782472,10.3371123,BS,2144,17
Erbusco,45.5995255,9.9732414,BS,2145,17
Esine,45.9240316,10.2591767,BS,2146,17
Fiesse,45.2333432,10.3217037,BS,2147,17
Flero,45.4823616,10.1758922,BS,2148,17
Gambara,45.2538624,10.2977894,BS,2149,17
Gardone Riviera,45.6200986,10.5579951,BS,2150,17
Gardone Val Trompia,45.6891027,10.1822232,BS,2151,17
Gargnano,45.6898191,10.6599449,BS,2152,17
Gavardo,45.5867418,10.4346791,BS,2153,17
Ghedi,45.4022021,10.2769255,BS,2154,17
Gianico,45.8653245,10.1839735,BS,2155,17
Gottolengo,45.2917344,10.2715177,BS,2156,17
Gussago,45.5924321,10.1531485,BS,2157,17
Idro,45.737029,10.4740142,BS,2158,17
Incudine,46.2221313,10.3581937,BS,2159,17
Irma,45.7712068,10.2838456,BS,2160,17
Iseo,45.6598374,10.0500441,BS,2161,17
Isorella,45.3075657,10.3166576,BS,2162,17
Lavenone,45.7390221,10.4379684,BS,2163,17
Leno,45.3675035,10.2174187,BS,2164,17
Limone sul Garda,45.8133408,10.7929024,BS,2165,17
Lodrino,45.7177525,10.2776022,BS,2166,17
Lograto,45.4831912,10.0574386,BS,2167,17
Lonato del Garda,45.460897,10.484293,BS,2168,17
Longhena,45.4381457,10.0596561,BS,2169,17
Losine,45.9836025,10.317509,BS,2170,17
Lozio,45.9856512,10.2608911,BS,2171,17
Lumezzane,45.6501578,10.2617562,BS,2172,17
Maclodio,45.4767455,10.041783,BS,2173,17
Magasa,45.7814861,10.6164037,BS,2174,17
Mairano,45.4502054,10.0763078,BS,2175,17
Malegno,45.9507222,10.2724114,BS,2176,17
Malonno,46.1186804,10.3147832,BS,2177,17
Manerba del Garda,45.5501027,10.5514259,BS,2178,17
Manerbio,45.3543058,10.1390219,BS,2179,17
Marcheno,45.7060065,10.2141957,BS,2180,17
Marmentino,45.752837,10.2819435,BS,2181,17
Marone,45.7370996,10.0915623,BS,2182,17
Mazzano,45.5036093,10.3597906,BS,2183,17
Milzano,45.275544,10.2004387,BS,2184,17
Moniga del Garda,45.530523,10.5370433,BS,2185,17
Monno,46.2126317,10.3380378,BS,2186,17
Monte Isola,45.714995,10.0792971,BS,2187,17
Monticelli Brusati,45.634268,10.0978986,BS,2188,17
Montichiari,45.4122508,10.3952829,BS,2189,17
Montirone,45.4437779,10.2311107,BS,2190,17
Mura,45.713076,10.3420142,BS,2191,17
Muscoline,45.5643963,10.4603272,BS,2192,17
Nave,45.5846825,10.2790455,BS,2193,17
Niardo,45.9787401,10.3359001,BS,2194,17
Nuvolento,45.5478412,10.3832798,BS,2195,17
Nuvolera,45.5333319,10.3701592,BS,2196,17
Odolo,45.6485688,10.388246,BS,2197,17
Offlaga,45.3865277,10.1163079,BS,2198,17
Ome,45.6249029,10.1241605,BS,2199,17
Ono San Pietro,46.016465,10.3292443,BS,2200,17
Orzinuovi,45.4025022,9.9217669,BS,2201,17
Orzivecchi,45.4208931,9.9604542,BS,2202,17
Ospitaletto,45.5568683,10.0751704,BS,2203,17
Ossimo,45.9457654,10.2284763,BS,2204,17
Padenghe sul Garda,45.5094566,10.5083632,BS,2205,17
Paderno Franciacorta,45.5904159,10.0777619,BS,2206,17
Paisco Loveno,46.078887,10.2927575,BS,2207,17
Paitone,45.5530114,10.3999437,BS,2208,17
Palazzolo sull'Oglio,45.5984848,9.8858216,BS,2209,17
Paratico,45.6616033,9.95762,BS,2210,17
Paspardo,46.0298835,10.3710638,BS,2211,17
Passirano,45.5981604,10.0640274,BS,2212,17
Pavone del Mella,45.3033246,10.2080486,BS,2213,17
San Paolo,45.3713005,10.0246218,BS,2214,17
Pertica Alta,45.7426584,10.3442924,BS,2215,17
Pertica Bassa,45.753344,10.3730407,BS,2216,17
Pezzaze,45.7749413,10.2392164,BS,2217,17
Pian Camuno,45.8437283,10.1574811,BS,2218,17
Pisogne,45.8048131,10.1088982,BS,2219,17
Polaveno,45.6612042,10.1242484,BS,2220,17
Polpenazze del Garda,45.5471938,10.5046351,BS,2221,17
Pompiano,45.432786,9.987155,BS,2222,17
Poncarale,45.4605171,10.1739626,BS,2223,17
Ponte di Legno,46.2564891,10.5114591,BS,2224,17
Pontevico,45.2735997,10.0850301,BS,2225,17
Pontoglio,45.5706298,9.8526524,BS,2226,17
Pozzolengo,45.4028612,10.6270948,BS,2227,17
Pralboino,45.2680966,10.2148817,BS,2228,17
Preseglie,45.6653532,10.39293,BS,2229,17
Prevalle,45.5470618,10.4212165,BS,2230,17
Provaglio d'Iseo,45.6377841,10.0421498,BS,2231,17
Provaglio Val Sabbia,45.6885853,10.4339283,BS,2232,17
Puegnago del Garda,45.5704793,10.5099115,BS,2233,17
Quinzano d'Oglio,45.3136885,10.0087226,BS,2234,17
Remedello,45.2788984,10.371964,BS,2235,17
Rezzato,45.5134187,10.3184925,BS,2236,17
Roccafranca,45.4641478,9.9119847,BS,2237,17
Rodengo Saiano,45.6005948,10.109296,BS,2238,17
Roè Volciano,45.6240172,10.4940402,BS,2239,17
Roncadelle,45.5280683,10.1513088,BS,2240,17
Rovato,45.5680921,9.997638,BS,2241,17
Rudiano,45.4885241,9.8842323,BS,2242,17
Sabbio Chiese,45.6567709,10.4155328,BS,2243,17
Sale Marasino,45.7141013,10.1128875,BS,2244,17
Salò,45.6071451,10.5323116,BS,2245,17
San Felice del Benaco,45.5827585,10.5537724,BS,2246,17
San Gervasio Bresciano,45.3060226,10.1496704,BS,2247,17
San Zeno Naviglio,45.4913482,10.2145537,BS,2248,17
Sarezzo,45.653791,10.2029771,BS,2249,17
Saviore dell'Adamello,46.0805051,10.3982077,BS,2250,17
Sellero,46.0687366,10.3381184,BS,2251,17
Seniga,45.2436159,10.1771603,BS,2252,17
Serle,45.5617507,10.3688675,BS,2253,17
Sirmione,45.4623202,10.6094685,BS,2254,17
Soiano del Lago,45.5366778,10.513633,BS,2255,17
Sonico,46.1633289,10.3521123,BS,2256,17
Sulzano,45.6907467,10.1027822,BS,2257,17
Tavernole sul Mella,45.7480845,10.2402485,BS,2258,17
Temù,46.249768,10.4704718,BS,2259,17
Tignale,45.7395252,10.721851,BS,2260,17
Torbole Casaglia,45.5083158,10.1050264,BS,2261,17
Toscolano-Maderno,45.6416831,10.6062475,BS,2262,17
Travagliato,45.5233823,10.080219,BS,2263,17
Tremosine sul Garda,45.7669664,10.753811,BS,2264,17
Trenzano,45.4759571,10.0157115,BS,2265,17
Treviso Bresciano,45.712751,10.4619966,BS,2266,17
Urago d'Oglio,45.5133406,9.8703536,BS,2267,17
Vallio Terme,45.6092339,10.3957802,BS,2268,17
Valvestino,45.7618515,10.5948237,BS,2269,17
Verolanuova,45.3257798,10.0766529,BS,2270,17
Verolavecchia,45.3305251,10.0518126,BS,2271,17
Vestone,45.7096126,10.4036957,BS,2272,17
Vezza d'Oglio,46.240137,10.4000816,BS,2273,17
Villa Carcina,45.6314273,10.1952722,BS,2274,17
Villachiara,45.3568768,9.9296057,BS,2275,17
Villanuova sul Clisi,45.6016703,10.4537094,BS,2276,17
Vione,46.2488249,10.4477983,BS,2277,17
Visano,45.3162635,10.3690838,BS,2278,17
Vobarno,45.6470038,10.4965582,BS,2279,17
Zone,45.7622084,10.1166138,BS,2280,17
Piancogno,45.9188162,10.2205143,BS,2281,17
Alagna,45.1692847,8.8894522,PV,2282,73
Albonese,45.292853,8.7061279,PV,2283,73
Albuzzano,45.1875481,9.2771775,PV,2284,73
Arena Po,45.094432,9.3618697,PV,2285,73
Badia Pavese,45.1211743,9.468549,PV,2286,73
Bagnaria,44.8260717,9.1243389,PV,2287,73
Barbianello,45.0757026,9.2059973,PV,2288,73
Bascapè,45.3046469,9.3154215,PV,2289,73
Bastida Pancarana,45.086303,9.0915536,PV,2290,73
Battuda,45.2735783,9.0774076,PV,2291,73
Belgioioso,45.1627375,9.3160264,PV,2292,73
Bereguardo,45.2574486,9.0244955,PV,2293,73
Borgarello,45.2394306,9.1406891,PV,2294,73
Borgo Priolo,44.9665058,9.1484105,PV,2295,73
Borgoratto Mormorolo,44.9301101,9.1932211,PV,2296,73
Borgo San Siro,45.2348379,8.9126928,PV,2297,73
Bornasco,45.2663794,9.218355,PV,2298,73
Bosnasco,45.0639979,9.3568954,PV,2299,73
Brallo di Pregola,44.7384499,9.2818906,PV,2300,73
Breme,45.1279025,8.6233204,PV,2301,73
Bressana Bottarone,45.0736421,9.1350806,PV,2302,73
Broni,45.0619693,9.2612981,PV,2303,73
Calvignano,44.9826696,9.1688433,PV,2304,73
Campospinoso Albaredo,45.0936042,9.2466949,PV,2305,73
Candia Lomellina,45.1747378,8.5981645,PV,2306,73
Canneto Pavese,45.0511568,9.2809802,PV,2307,73
Carbonara al Ticino,45.165318,9.0590497,PV,2308,73
Casanova Lonati,45.0944157,9.213736,PV,2309,73
Casatisma,45.0456877,9.1309639,PV,2310,73
Casei Gerola,45.0063063,8.9270731,PV,2311,73
Casorate Primo,45.3119272,9.018139,PV,2312,73
Cassolnovo,45.3658308,8.8089459,PV,2313,73
Castana,45.0270248,9.271898,PV,2314,73
Casteggio,45.012398,9.1249487,PV,2315,73
Castelletto di Branduzzo,45.0701867,9.0976664,PV,2316,73
Castello d'Agogna,45.2360065,8.6893785,PV,2317,73
Castelnovetto,45.2543773,8.611399,PV,2318,73
Cava Manara,45.1388744,9.1071057,PV,2319,73
Cecima,44.8478108,9.081686,PV,2320,73
Ceranova,45.2600141,9.2422605,PV,2321,73
Ceretto Lomellina,45.2448215,8.6724128,PV,2322,73
Cergnago,45.1971732,8.7690863,PV,2323,73
Certosa di Pavia,45.2543468,9.1274166,PV,2324,73
Cervesina,45.061173,9.017759,PV,2325,73
Chignolo Po,45.1525153,9.4882052,PV,2326,73
Cigognola,45.0330934,9.2437713,PV,2327,73
Cilavegna,45.3104323,8.7436772,PV,2328,73
Codevilla,44.963997,9.055495,PV,2329,73
Confienza,45.3319184,8.5576023,PV,2330,73
Copiano,45.1974791,9.3209068,PV,2331,73
Corana,45.0628848,8.9694905,PV,2332,73
Corvino San Quirico,45.015562,9.1589225,PV,2333,73
Costa de' Nobili,45.132421,9.3787899,PV,2334,73
Cozzo,45.1921259,8.6110973,PV,2335,73
Cura Carpignano,45.2117956,9.2570704,PV,2336,73
Dorno,45.1548543,8.9519547,PV,2337,73
Ferrera Erbognone,45.1132852,8.8637691,PV,2338,73
Filighera,45.1773418,9.3140723,PV,2339,73
Fortunago,44.921593,9.1846855,PV,2340,73
Frascarolo,45.0469011,8.6827985,PV,2341,73
Galliavola,45.0971837,8.8186262,PV,2342,73
Gambarana,45.0287335,8.7627975,PV,2343,73
Gambolò,45.2497998,8.8615853,PV,2344,73
Garlasco,45.196385,8.9235376,PV,2345,73
Gerenzago,45.2035574,9.3622049,PV,2346,73
Giussago,45.2842958,9.1399374,PV,2347,73
Godiasco Salice Terme,44.897569,9.0579721,PV,2348,73
Golferenzo,44.9617555,9.3069685,PV,2349,73
Gravellona Lomellina,45.3288521,8.7639962,PV,2350,73
Gropello Cairoli,45.1771779,8.9921476,PV,2351,73
Inverno e Monteleone,45.1985823,9.3842643,PV,2352,73
Landriano,45.3112849,9.2595871,PV,2353,73
Langosco,45.2153345,8.5628439,PV,2354,73
Lardirago,45.2354389,9.2343757,PV,2355,73
Linarolo,45.1602124,9.2678855,PV,2356,73
Lirio,44.9940107,9.2555359,PV,2357,73
Lomello,45.1217667,8.7926524,PV,2358,73
Lungavilla,45.0449046,9.0785878,PV,2359,73
Magherno,45.2224514,9.3294956,PV,2360,73
Marcignago,45.2543542,9.077369,PV,2361,73
Marzano,45.247588,9.2945764,PV,2362,73
Mede,45.096938,8.7366136,PV,2363,73
Menconico,44.7959454,9.2790612,PV,2364,73
Mezzana Bigli,45.0608793,8.8459606,PV,2365,73
Mezzana Rabattone,45.0947054,9.0322926,PV,2366,73
Mezzanino,45.1263866,9.2068132,PV,2367,73
Miradolo Terme,45.1716359,9.44317,PV,2368,73
Montalto Pavese,44.9796095,9.2073355,PV,2369,73
Montebello della Battaglia,44.9996991,9.1010073,PV,2370,73
Montecalvo Versiggia,44.970402,9.2839867,PV,2371,73
Montescano,45.0318023,9.2973354,PV,2372,73
Montesegale,44.9063687,9.1268967,PV,2373,73
Monticelli Pavese,45.1105066,9.5127402,PV,2374,73
Montù Beccaria,45.0388337,9.3124184,PV,2375,73
Mornico Losana,45.009218,9.2064709,PV,2376,73
Mortara,45.2518398,8.7380653,PV,2377,73
Nicorvo,45.285149,8.6671885,PV,2378,73
Olevano di Lomellina,45.2132192,8.7174748,PV,2379,73
Oliva Gessi,45.0053316,9.1736267,PV,2380,73
Ottobiano,45.1512716,8.8321528,PV,2381,73
Palestro,45.3058435,8.5346774,PV,2382,73
Pancarana,45.0752287,9.0510646,PV,2383,73
Parona,45.2826156,8.7498184,PV,2384,73
Pavia,45.1850937,9.1601572,PV,2385,73
Pietra de' Giorgi,45.0208244,9.2297646,PV,2386,73
Pieve Albignola,45.1131266,8.9603134,PV,2387,73
Pieve del Cairo,45.0489735,8.805101,PV,2388,73
Pieve Porto Morone,45.1125098,9.4384574,PV,2389,73
Pinarolo Po,45.0660292,9.1648143,PV,2390,73
Pizzale,45.0343128,9.0473148,PV,2391,73
Ponte Nizza,44.8518701,9.09737,PV,2392,73
Portalbera,45.0994067,9.3225955,PV,2393,73
Rea,45.113869,9.15434,PV,2394,73
Redavalle,45.0377308,9.2040177,PV,2395,73
Retorbido,44.9492256,9.0363454,PV,2396,73
Rivanazzano Terme,44.9305283,9.0164472,PV,2397,73
Robbio,45.2891186,8.5939575,PV,2398,73
Robecco Pavese,45.0484201,9.1486543,PV,2399,73
Rocca de' Giorgi,44.9715822,9.2521665,PV,2400,73
Rocca Susella,44.9127556,9.0959654,PV,2401,73
Rognano,45.2888182,9.0899221,PV,2402,73
Romagnese,44.8372256,9.3294808,PV,2403,73
Roncaro,45.2257293,9.2769236,PV,2404,73
Rosasco,45.2503045,8.5792724,PV,2405,73
Rovescala,45.0137448,9.350127,PV,2406,73
San Cipriano Po,45.1090875,9.2808622,PV,2407,73
San Damiano al Colle,45.0271198,9.3485722,PV,2408,73
Izano,45.3557354,9.755093,CR,2518,27
San Genesio ed Uniti,45.2328507,9.1798733,PV,2409,73
San Giorgio di Lomellina,45.173808,8.7911179,PV,2410,73
San Martino Siccomario,45.1571602,9.1345198,PV,2411,73
Sannazzaro de' Burgondi,45.1031629,8.9082898,PV,2412,73
Santa Cristina e Bissone,45.1567951,9.4011357,PV,2413,73
Santa Giuletta,45.0338391,9.1815945,PV,2414,73
Sant'Alessio con Vialone,45.2220993,9.2250626,PV,2415,73
Santa Margherita di Staffora,44.7707863,9.2405581,PV,2416,73
Santa Maria della Versa,44.9846876,9.2999448,PV,2417,73
Sant'Angelo Lomellina,45.2466233,8.6431448,PV,2418,73
San Zenone al Po,45.1085453,9.3611446,PV,2419,73
Sartirana Lomellina,45.1143405,8.6618549,PV,2420,73
Scaldasole,45.1249381,8.9101903,PV,2421,73
Semiana,45.1373702,8.7297051,PV,2422,73
Silvano Pietra,45.0399646,8.9481787,PV,2423,73
Siziano,45.3201701,9.1987249,PV,2424,73
Sommo,45.1322351,9.0837755,PV,2425,73
Spessa,45.1137385,9.3492271,PV,2426,73
Stradella,45.0753053,9.2951673,PV,2427,73
Suardi,45.0294513,8.7430481,PV,2428,73
Torrazza Coste,44.9765479,9.0864455,PV,2429,73
Torre Beretti e Castellaro,45.0599661,8.6703055,PV,2430,73
Torre d'Arese,45.2424033,9.3168167,PV,2431,73
Torre de' Negri,45.1506635,9.3356021,PV,2432,73
Torre d'Isola,45.2174665,9.0763969,PV,2433,73
Torrevecchia Pia,45.2828724,9.2979266,PV,2434,73
Torricella Verzate,45.015594,9.1758421,PV,2435,73
Travacò Siccomario,45.1524826,9.1615162,PV,2436,73
Trivolzio,45.2609455,9.0470812,PV,2437,73
Tromello,45.2118397,8.8695975,PV,2438,73
Trovo,45.2828521,9.0357682,PV,2439,73
Val di Nizza,44.8793294,9.166833,PV,2440,73
Valeggio,45.1506438,8.8612911,PV,2441,73
Valle Lomellina,45.1471176,8.6649555,PV,2442,73
Valle Salimbene,45.1696282,9.2329822,PV,2443,73
Varzi,44.8219952,9.1962725,PV,2444,73
Velezzo Lomellina,45.1637078,8.7372101,PV,2445,73
Vellezzo Bellini,45.2695306,9.1021328,PV,2446,73
Verretto,45.0400395,9.1076969,PV,2447,73
Verrua Po,45.1113296,9.173167,PV,2448,73
Vidigulfo,45.291877,9.2348314,PV,2449,73
Vigevano,45.3176169,8.8598756,PV,2450,73
Villa Biscossi,45.0899572,8.786689,PV,2451,73
Villanova d'Ardenghi,45.1713375,9.0432448,PV,2452,73
Villanterio,45.2207201,9.3604107,PV,2453,73
Vistarino,45.21148,9.3064586,PV,2454,73
Voghera,44.9931233,9.0085236,PV,2455,73
Volpara,44.9537863,9.2974762,PV,2456,73
Zavattarello,44.8687413,9.2654367,PV,2457,73
Zeccone,45.2609326,9.1984115,PV,2458,73
Zeme,45.1949305,8.6663117,PV,2459,73
Zenevredo,45.0539025,9.3266431,PV,2460,73
Zerbo,45.1105528,9.3954525,PV,2461,73
Zerbolò,45.206762,9.0143866,PV,2462,73
Zinasco,45.1282468,9.0284967,PV,2463,73
Cornale e Bastida,45.046293,8.9144711,PV,2464,73
Corteolona e Genzone,45.1669851,9.3643986,PV,2465,73
Colli Verdi,44.9048501,9.2493694,PV,2466,73
Acquanegra Cremonese,45.1683161,9.8887855,CR,2467,27
Agnadello,45.4471402,9.5592059,CR,2468,27
Annicco,45.2447455,9.8818508,CR,2469,27
Azzanello,45.313122,9.9197044,CR,2470,27
Bagnolo Cremasco,45.3615405,9.6091632,CR,2471,27
Bonemerse,45.114048,10.0783681,CR,2472,27
Bordolano,45.2928537,9.9870515,CR,2473,27
Calvatone,45.1288312,10.4420622,CR,2474,27
Camisano,45.4425955,9.746193,CR,2475,27
Campagnola Cremasca,45.3991381,9.6694417,CR,2476,27
Capergnanica,45.3380857,9.6441485,CR,2477,27
Cappella Cantone,45.2465246,9.838105,CR,2478,27
Cappella de' Picenardi,45.1591269,10.2301254,CR,2479,27
Capralba,45.4422793,9.6424382,CR,2480,27
Casalbuttano ed Uniti,45.252017,9.9616825,CR,2481,27
Casale Cremasco-Vidolasco,45.431613,9.7139029,CR,2482,27
Casaletto Ceredano,45.3181307,9.6167922,CR,2483,27
Casaletto di Sopra,45.4186217,9.7813023,CR,2484,27
Casaletto Vaprio,45.4072795,9.6290426,CR,2485,27
Casalmaggiore,44.9874203,10.4137807,CR,2486,27
Casalmorano,45.2870925,9.897841,CR,2487,27
Casteldidone,45.0706779,10.4057821,CR,2488,27
Castel Gabbiano,45.4684691,9.7176235,CR,2489,27
Castelleone,45.2935058,9.7648944,CR,2490,27
Castelverde,45.1857086,9.9969628,CR,2491,27
Castelvisconti,45.305678,9.9422075,CR,2492,27
Cella Dati,45.0961571,10.2212638,CR,2493,27
Chieve,45.3375064,9.6161229,CR,2494,27
Cicognolo,45.1676185,10.1940419,CR,2495,27
Cingia de' Botti,45.0841598,10.2752772,CR,2496,27
Corte de' Cortesi con Cignone,45.2726489,10.0073511,CR,2497,27
Corte de' Frati,45.2200651,10.096958,CR,2498,27
Credera Rubbiano,45.3028657,9.6551275,CR,2499,27
Crema,45.3632951,9.6873619,CR,2500,27
Cremona,45.1333671,10.0242087,CR,2501,27
Cremosano,45.3957927,9.6402809,CR,2502,27
Crotta d'Adda,45.161369,9.8525277,CR,2503,27
Cumignano sul Naviglio,45.3545582,9.8363184,CR,2504,27
Derovere,45.1101422,10.2483065,CR,2505,27
Dovera,45.3635064,9.5381977,CR,2506,27
Fiesco,45.3364009,9.7785535,CR,2507,27
Formigara,45.2230638,9.7707379,CR,2508,27
Gabbioneta-Binanuova,45.2158166,10.2216801,CR,2509,27
Gadesco-Pieve Delmona,45.1552968,10.1160344,CR,2510,27
Genivolta,45.3348777,9.8777812,CR,2511,27
Gerre de' Caprioli,45.1068077,10.0383808,CR,2512,27
Gombito,45.262231,9.7300216,CR,2513,27
Grontardo,45.2014063,10.1516175,CR,2514,27
Grumello Cremonese ed Uniti,45.193249,9.8673626,CR,2515,27
Gussola,45.0098787,10.3463579,CR,2516,27
Isola Dovarese,45.1734619,10.3118392,CR,2517,27
Madignano,45.34335,9.7276238,CR,2519,27
Malagnino,45.1349493,10.1142269,CR,2520,27
Martignana di Po,45.010902,10.3792743,CR,2521,27
Monte Cremasco,45.3722409,9.5728578,CR,2522,27
Montodine,45.2862671,9.7107997,CR,2523,27
Moscazzano,45.2935813,9.6813228,CR,2524,27
Motta Baluffi,45.0544637,10.2595911,CR,2525,27
Offanengo,45.3816075,9.7413169,CR,2526,27
Olmeneta,45.2344691,10.0247433,CR,2527,27
Ostiano,45.2218051,10.2487326,CR,2528,27
Paderno Ponchielli,45.2387624,9.9275834,CR,2529,27
Palazzo Pignano,45.3890541,9.5779331,CR,2530,27
Pandino,45.4066858,9.552691,CR,2531,27
Persico Dosimo,45.1846226,10.1033553,CR,2532,27
Pescarolo ed Uniti,45.1970435,10.185096,CR,2533,27
Pessina Cremonese,45.1850441,10.2481209,CR,2534,27
Pianengo,45.4004711,9.6928093,CR,2535,27
Pieranica,45.4251688,9.6107235,CR,2536,27
Pieve d'Olmi,45.0918272,10.1220583,CR,2537,27
Pieve San Giacomo,45.1280815,10.1867445,CR,2538,27
Pizzighettone,45.1866487,9.7831317,CR,2539,27
Pozzaglio ed Uniti,45.2009672,10.0484699,CR,2540,27
Quintano,45.4202463,9.6184367,CR,2541,27
Ricengo,45.4055524,9.7236603,CR,2542,27
Ripalta Arpina,45.301635,9.7273041,CR,2543,27
Ripalta Cremasca,45.3354896,9.6908597,CR,2544,27
Ripalta Guerina,45.3059938,9.7045437,CR,2545,27
Rivarolo del Re ed Uniti,45.0278571,10.4687891,CR,2546,27
Rivolta d'Adda,45.4696452,9.5135681,CR,2547,27
Robecco d'Oglio,45.2600702,10.0786002,CR,2548,27
Romanengo,45.3773537,9.785458,CR,2549,27
Salvirola,45.3545834,9.7803576,CR,2550,27
San Bassano,45.2465117,9.8134882,CR,2551,27
San Daniele Po,45.0672655,10.1763439,CR,2552,27
San Giovanni in Croce,45.0774496,10.378411,CR,2553,27
San Martino del Lago,45.0724282,10.3156599,CR,2554,27
Scandolara Ravara,45.0530843,10.3021294,CR,2555,27
Scandolara Ripa d'Oglio,45.221706,10.1571446,CR,2556,27
Sergnano,45.4281202,9.7047883,CR,2557,27
Sesto ed Uniti,45.1755039,9.9167083,CR,2558,27
Solarolo Rainerio,45.0812599,10.3570868,CR,2559,27
Soncino,45.3998939,9.8735603,CR,2560,27
Soresina,45.2886377,9.8542567,CR,2561,27
Sospiro,45.1056561,10.159256,CR,2562,27
Spinadesco,45.1482239,9.9282851,CR,2563,27
Spineda,45.0603941,10.5165106,CR,2564,27
Spino d'Adda,45.4005279,9.4924327,CR,2565,27
Stagno Lombardo,45.0732325,10.0879584,CR,2566,27
Ticengo,45.3691572,9.8282097,CR,2567,27
Torlino Vimercati,45.4185149,9.5968114,CR,2568,27
Tornata,45.1046671,10.43085,CR,2569,27
